,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,,students_enrolled
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,120000
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,35000
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,6200
88,What is Data Science?,IBM,COURSE,4.7,Beginner,260k,260000
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,94000
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,32000
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,17000
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,12000
213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,270000
684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,18000
69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,140000
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,17000
779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,76000
858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,25000
191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,190000
607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,69000
492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,14000
156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,68000
722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,16000
811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,67000
132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,77000
405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,19000
703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,83000
841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,41000
889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,45000
236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,52000
883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,21000
545,Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,30000
875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,9800
163,Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,38000
